Number,English,Spanish,French,German,Hindi
1931,ice lolly,paleta,sucette glacée,Eislutscher,बर्फ की रोटी
1932,French loaf,pan francés,Pain français,Französisch Laib,फ्रेंच लोफ़
1933,bagel,rosquilla,beignet,Bagel,बैगल
1934,pretzel,galleta salada,bretzel,Brezel,एक प्रकार की रोटी
1935,cheeseburger,hamburguesa con queso,cheeseburger,Cheeseburger,चीज़बर्गर
1936,hotdog,Hot dog,Hot-dog,Hotdog,हॉट - डॉग
1937,mashed potato,puré de patatas,purée,Kartoffelbrei,मैश किए हुए आलू
1938,head cabbage,repollos,choux pommés,Kopfkohl,सिर गोभी
1939,broccoli,brócoli,brocoli,Brokkoli,ब्रोकोली
1940,cauliflower,coliflor,choufleur,Blumenkohl,गोभी
1941,zucchini,calabacín,courgette,Zucchini,तुरई
1942,spaghetti squash,calabaza espagueti,courge spaghetti,Spaghettikürbis,स्पेगती स्क्वाश
1943,acorn squash,calabaza,courge poivrée,Eichelkürbis,बलूत के फल का शरबत
1944,butternut squash,calabaza,courge butternut,Butternut-Kürbis,बटरनट स्क्वाश
1945,cucumber,pepino,concombre,Gurke,खीरा
1946,artichoke,alcachofa,artichaut,Artischocke,हाथी चक
1947,bell pepper,pimiento,poivron,Paprika,शिमला मिर्च
1948,cardoon,cardo,cardon,cardoon,cardoon
1949,mushroom,champiñón,champignon,Pilz,मशरूम
1950,Granny Smith,Granny Smith,Granny Smith,Granny Smith,ग्रैनी स्मिथ
1951,strawberry,fresa,fraise,Erdbeere,स्ट्रॉबेरी
1952,orange,naranja,Orange,Orange,संतरा
1953,lemon,limón,citron,Zitrone,नींबू
1954,fig,higo,figure,Feige,अंजीर
1955,pineapple,piña,l'ananas,Ananas,अनानास
1956,banana,plátano,banane,Banane,केला
1957,jackfruit,yaca,jacquier,Jackfrüchte,कटहल
1958,custard apple,chirimoya,anone,Rahmapfel,शरीफा
1959,pomegranate,granada,Grenade,Granatapfel,अनार
1960,hay,heno,foins,Heu,सूखी घास
1961,carbonara,carbonara,carbonara,carbonara,Carbonara
1962,chocolate sauce,salsa de chocolate,sauce au chocolat,Schokoladensoße,चॉकलेट चटनी
1963,dough,masa,Pâte,Teig,लोई
1964,meat loaf,pastel de carne,Pain de viande,Hackbraten,बोटी गोश्त
1965,pizza,Pizza,Pizza,Pizza,पिज़्ज़ा
1966,potpie,pastel de carne,potpie,Topfkuchen,पॉट पाइ
1967,burrito,burrito,burrito,Burrito,बरिटो
1968,red wine,vino tinto,vin rouge,Rotwein,रेड वाइन
1969,espresso,Café exprés,Expresso,Espresso,एस्प्रेसो
1970,cup,taza,Coupe,Tasse,कप
1971,eggnog,Ponche de huevo,Lait de poule,Eierlikör,एग्नॉग
1972,alp,montaña,alpe,alp,ऊंचे पहाड़
1973,bubble,burbuja,bulle,Blase,बुलबुला
1974,cliff,acantilado,falaise,Cliff,क्लिफ
1975,coral reef,Arrecife de coral,récif de corail,Korallenriff,मूंगा - चट्टान
1976,geyser,géiser,geyser,Geysir,गरम पानी का झरना
1977,lakeside,junto al lago,bord du lac,Seeufer,झील के किनारे
1978,promontory,promontorio,promontoire,Vorgebirge,रास
1979,sandbar,banco de arena,banc de sable,Sandbank,रेती
1980,seashore,costa,rivage,Strand,समुद्र किनारा
1981,valley,Valle,vallée,Senke,घाटी
1982,volcano,volcán,volcan,Vulkan,ज्वर भाता
1983,ballplayer,jugador de pelota,joueur de baseball,Ballspieler,ballplayer
1984,groom,novio,jeune marié,Bräutigam,दूल्हा
1985,scuba diver,buzo,plongeur,Taucherin,स्कूबा गोताखोर
1986,rapeseed,colza,colza,Raps,रेपसीड
1987,daisy,margarita,Marguerite,Gänseblümchen,गुलबहार
1988,yellow lady's slipper,El deslizador de señora amarillo,Sabot de jaune dame,gelber Frauenschuh,पीले महिला की चप्पल
1989,corn,maíz,maïs,Mais,मक्का
1990,acorn,bellota,gland,Eichel,बलूत का फल
1991,hip,cadera,hanche,Hüfte,कमर
1992,buckeye,castaño de indias,Buckeye,Rosskastanie,बकेये
1993,coral fungus,hongo de coral,champignon corail,Korallenpilz,मूंगा कवक
1994,agaric,agárico,agaric,Pilz,खुंभी
1995,gyromitra,Gyromitra,Gyromitra,Gyromitra,gyromitra
1996,stinkhorn,stinkhorn,stinkhorn,stinkhorn,stinkhorn
1997,earthstar,earthstar,Earthstar,Erdstern,earthstar
1998,hen-of-the-woods,hen-de-la-Woods,poule-des-bois,Henne-of-the-woods,मुर्गी ऑफ द जंगल
1999,bolete,bolete,bolete,bolete,bolete
2000,ear,oído,oreille,Ohr,कान
2001,toilet tissue,papel de baño,papier toilette,Toilettenpapier,शौचालय का रुमाल
